u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,org_geom,lanes,junction,bridge,access,service,geometry
287945331,29729951,0,"[522190780, 26286717]",,,"['footway', 'service']",,False,171.268,"LINESTRING (-0.9094246 51.5342058, -0.9091106 51.5343294, -0.9073324 51.5350296)",,,,,,"[(-0.9094246, 51.5342058), (-0.9091106, 51.5343294), (-0.9073324, 51.5350296)]"
287945337,287830343,0,"[26286720, 26286721, 26286722, 26277397, 26286719]",,Haywards Close,"['residential', 'footway', 'steps', 'unclassified']",,False,400.46099999999996,"LINESTRING (-0.9151221 51.5323969, -0.9148062 51.5322144, -0.9119192 51.532937, -0.9114827 51.5328006, -0.909962 51.5325713, -0.9098012 51.5325047)",,,,,,"[(-0.9151221, 51.5323969), (-0.9148062, 51.5322144), (-0.9119192, 51.532937), (-0.9114827, 51.5328006), (-0.909962, 51.5325713), (-0.9098012, 51.5325047)]"
287945337,287732417,0,26286719,,,unclassified,,False,75.408,"LINESTRING (-0.9151221 51.5323969, -0.915552 51.5323279, -0.9157956 51.5323174, -0.9160203 51.532365, -0.9161691 51.5324088)",,,,,,"[(-0.9151221, 51.5323969), (-0.915552, 51.5323279), (-0.9157956, 51.5323174), (-0.9160203, 51.532365), (-0.9161691, 51.5324088)]"
287945337,287945341,0,26286723,,Harcourt Close,residential,,False,216.56199999999998,"LINESTRING (-0.9151221 51.5323969, -0.915048 51.5325028, -0.9123305 51.5332091)",,,,,,"[(-0.9151221, 51.5323969), (-0.915048, 51.5325028), (-0.9123305, 51.5332091)]"
287945341,287945337,0,26286723,,Harcourt Close,residential,,False,216.56199999999998,"LINESTRING (-0.9123305 51.5332091, -0.915048 51.5325028, -0.9151221 51.5323969)",,,,,,"[(-0.9123305, 51.5332091), (-0.915048, 51.5325028), (-0.9151221, 51.5323969)]"
287950957,287950963,0,26287346,,Leaver Road,residential,,False,44.715,"LINESTRING (-0.9129924 51.5343913, -0.912507 51.5346569)",,,,,,"[(-0.9129924, 51.5343913), (-0.912507, 51.5346569)]"
287950957,287950959,0,26287345,,Leaver Road,residential,,False,36.043,"LINESTRING (-0.9129924 51.5343913, -0.9131197 51.5345143, -0.9131232 51.5345843, -0.9130406 51.5346791)",,,,,,"[(-0.9129924, 51.5343913), (-0.9131197, 51.5345143), (-0.9131232, 51.5345843), (-0.9130406, 51.5346791)]"
287950957,287950987,0,26287345,,Leaver Road,residential,,False,56.43,"LINESTRING (-0.9129924 51.5343913, -0.9130976 51.5342989, -0.9134971 51.5340815, -0.9135023 51.5340175)",,,,,,"[(-0.9129924, 51.5343913), (-0.9130976, 51.5342989), (-0.9134971, 51.5340815), (-0.9135023, 51.5340175)]"
287950959,287950960,0,26287345,,Leaver Road,residential,,False,11.604,"LINESTRING (-0.9130406 51.5346791, -0.9128897 51.5347247)",,,,,,"[(-0.9130406, 51.5346791), (-0.9128897, 51.5347247)]"
287950959,287950957,0,26287345,,Leaver Road,residential,,False,36.043,"LINESTRING (-0.9130406 51.5346791, -0.9131232 51.5345843, -0.9131197 51.5345143, -0.9129924 51.5343913)",,,,,,"[(-0.9130406, 51.5346791), (-0.9131232, 51.5345843), (-0.9131197, 51.5345143), (-0.9129924, 51.5343913)]"
287950959,1814947918,0,"[26287347, 26287351]",,Leaver Road,"['residential', 'footway']",,False,100.533,"LINESTRING (-0.9130406 51.5346791, -0.9130639 51.5348018, -0.9130316000000001 51.5348898, -0.9128747 51.5349769, -0.9127467 51.5350103, -0.9124819 51.5351506, -0.9123901 51.5352457, -0.9123719 51.5353911)",,,,,,"[(-0.9130406, 51.5346791), (-0.9130639, 51.5348018), (-0.9130316, 51.5348898), (-0.9128747, 51.5349769), (-0.9127467, 51.5350103), (-0.9124819, 51.5351506), (-0.9123901, 51.5352457), (-0.9123719, 51.5353911)]"
287950960,287950959,0,26287345,,Leaver Road,residential,,False,11.604,"LINESTRING (-0.9128897 51.5347247, -0.9130406 51.5346791)",,,,,,"[(-0.9128897, 51.5347247), (-0.9130406, 51.5346791)]"
287950961,287950963,0,26287346,,Leaver Road,residential,,False,8.239,"LINESTRING (-0.912412 51.5347016, -0.912507 51.5346569)",,,,,,"[(-0.912412, 51.5347016), (-0.912507, 51.5346569)]"
287950963,287950961,0,26287346,,Leaver Road,residential,,False,8.239,"LINESTRING (-0.912507 51.5346569, -0.912412 51.5347016)",,,,,,"[(-0.912507, 51.5346569), (-0.912412, 51.5347016)]"
287950963,287950957,0,26287346,,Leaver Road,residential,,False,44.715,"LINESTRING (-0.912507 51.5346569, -0.9129924 51.5343913)",,,,,,"[(-0.912507, 51.5346569), (-0.9129924, 51.5343913)]"
287950963,287951036,0,"[26287353, 26287354, 26287348]",,"['Leaver Road', 'Deanfield Road']","['residential', 'footway']",,False,124.77400000000002,"LINESTRING (-0.912507 51.5346569, -0.91238 51.5345416, -0.9122292 51.5343903, -0.9117771 51.5345442, -0.9117377 51.5345029, -0.9114238 51.5345799, -0.9113555 51.5345654, -0.9111148 51.5344638)",,,,,,"[(-0.912507, 51.5346569), (-0.91238, 51.5345416), (-0.9122292, 51.5343903), (-0.9117771, 51.5345442), (-0.9117377, 51.5345029), (-0.9114238, 51.5345799), (-0.9113555, 51.5345654), (-0.9111148, 51.5344638)]"
287950987,287950957,0,26287345,,Leaver Road,residential,,False,56.42999999999999,"LINESTRING (-0.9135023 51.5340175, -0.9134971 51.5340815, -0.9130976 51.5342989, -0.9129924 51.5343913)",,,,,,"[(-0.9135023, 51.5340175), (-0.9134971, 51.5340815), (-0.9130976, 51.5342989), (-0.9129924, 51.5343913)]"
287950987,60335859,0,26287345,,Leaver Road,residential,,False,73.931,"LINESTRING (-0.9135023 51.5340175, -0.9135073 51.5339455, -0.9129514 51.533464)",,,,,,"[(-0.9135023, 51.5340175), (-0.9135073, 51.5339455), (-0.9129514, 51.533464)]"
287950987,287951018,0,26287349,,Leaver Road,residential,,False,34.132999999999996,"LINESTRING (-0.9135023 51.5340175, -0.9137474 51.5341292, -0.913852 51.5342276)",,,,,,"[(-0.9135023, 51.5340175), (-0.9137474, 51.5341292), (-0.913852, 51.5342276)]"
287951018,4011679806,0,26287349,,Leaver Road,residential,,False,6.654,"LINESTRING (-0.913852 51.5342276, -0.9137705 51.5342594)",,,,,,"[(-0.913852, 51.5342276), (-0.9137705, 51.5342594)]"
287951018,287951026,0,26287350,,Leaver Road,residential,,False,7.629,"LINESTRING (-0.913852 51.5342276, -0.9139455 51.5341912)",,,,,,"[(-0.913852, 51.5342276), (-0.9139455, 51.5341912)]"
287951018,287950987,0,26287349,,Leaver Road,residential,,False,34.132999999999996,"LINESTRING (-0.913852 51.5342276, -0.9137474 51.5341292, -0.9135023 51.5340175)",,,,,,"[(-0.913852, 51.5342276), (-0.9137474, 51.5341292), (-0.9135023, 51.5340175)]"
287951025,4011679806,0,26287349,,Leaver Road,residential,,False,1.656,"LINESTRING (-0.9137502 51.5342673, -0.9137705 51.5342594)",,,,,,"[(-0.9137502, 51.5342673), (-0.9137705, 51.5342594)]"
287951026,287951018,0,26287350,,Leaver Road,residential,,False,7.629,"LINESTRING (-0.9139455 51.5341912, -0.913852 51.5342276)",,,,,,"[(-0.9139455, 51.5341912), (-0.913852, 51.5342276)]"
287951036,287951039,0,8067289,,Deanfield Road,residential,,False,46.141,"LINESTRING (-0.9111148 51.5344638, -0.9115586 51.534154)",,,,,,"[(-0.9111148, 51.5344638), (-0.9115586, 51.534154)]"
287951036,287951043,0,8067289,,Deanfield Road,residential,,False,20.329,"LINESTRING (-0.9111148 51.5344638, -0.9109191 51.5346002)",,,,,,"[(-0.9111148, 51.5344638), (-0.9109191, 51.5346002)]"
287951036,287950963,0,"[26287353, 26287354, 26287348]",,"['Leaver Road', 'Deanfield Road']","['residential', 'footway']",,False,124.77399999999999,"LINESTRING (-0.9111148 51.5344638, -0.9113555 51.5345654, -0.9114238 51.5345799, -0.9117377 51.5345029, -0.9117771 51.5345442, -0.9122292 51.5343903, -0.91238 51.5345416, -0.912507 51.5346569)",,,,,,"[(-0.9111148, 51.5344638), (-0.9113555, 51.5345654), (-0.9114238, 51.5345799), (-0.9117377, 51.5345029), (-0.9117771, 51.5345442), (-0.9122292, 51.5343903), (-0.91238, 51.5345416), (-0.912507, 51.5346569)]"
287951039,287951036,0,8067289,,Deanfield Road,residential,,False,46.141,"LINESTRING (-0.9115586 51.534154, -0.9111148 51.5344638)",,,,,,"[(-0.9115586, 51.534154), (-0.9111148, 51.5344638)]"
287951039,60335859,0,8067289,,Deanfield Road,residential,,False,124.129,"LINESTRING (-0.9115586 51.534154, -0.9121494999999999 51.5337723, -0.9129514 51.533464)",,,,,,"[(-0.9115586, 51.534154), (-0.9121495, 51.5337723), (-0.9129514, 51.533464)]"
287951039,287951041,0,26287355,,Deanfield Road,residential,,False,44.248999999999995,"LINESTRING (-0.9115586 51.534154, -0.9113807 51.5339974, -0.9112611 51.5338051)",,,,,,"[(-0.9115586, 51.534154), (-0.9113807, 51.5339974), (-0.9112611, 51.5338051)]"
287951041,60335859,0,26286717,,,footway,,False,122.915,"LINESTRING (-0.9112611 51.5338051, -0.9129514 51.533464)",,,,,,"[(-0.9112611, 51.5338051), (-0.9129514, 51.533464)]"
287951041,287951045,0,26286717,,,footway,,False,58.59,"LINESTRING (-0.9112611 51.5338051, -0.9104582 51.533973)",,,,,,"[(-0.9112611, 51.5338051), (-0.9104582, 51.533973)]"
287951041,287951042,0,26287356,,Deanacre,residential,,False,6.178,"LINESTRING (-0.9112611 51.5338051, -0.911237 51.5337516)",,,,,,"[(-0.9112611, 51.5338051), (-0.911237, 51.5337516)]"
287951041,287951039,0,26287355,,Deanfield Road,residential,,False,44.248999999999995,"LINESTRING (-0.9112611 51.5338051, -0.9113807 51.5339974, -0.9115586 51.534154)",,,,,,"[(-0.9112611, 51.5338051), (-0.9113807, 51.5339974), (-0.9115586, 51.534154)]"
287951042,287951041,0,26287356,,Deanacre,residential,,False,6.178,"LINESTRING (-0.911237 51.5337516, -0.9112611 51.5338051)",,,,,,"[(-0.911237, 51.5337516), (-0.9112611, 51.5338051)]"
287951043,287951036,0,8067289,,Deanfield Road,residential,,False,20.329,"LINESTRING (-0.9109191 51.5346002, -0.9111148 51.5344638)",,,,,,"[(-0.9109191, 51.5346002), (-0.9111148, 51.5344638)]"
287951043,287951048,0,8067289,,Deanfield Road,residential,,False,56.227,"LINESTRING (-0.9109191 51.5346002, -0.9104669 51.5348861, -0.9104004 51.5349246, -0.9103329 51.534948)",,,,,,"[(-0.9109191, 51.5346002), (-0.9104669, 51.5348861), (-0.9104004, 51.5349246), (-0.9103329, 51.534948)]"
287951043,287951046,0,26287357,,St Anne's Close,residential,,False,67.649,"LINESTRING (-0.9109191 51.5346002, -0.9107427 51.5344507, -0.9105044 51.5340546)",,,,,,"[(-0.9109191, 51.5346002), (-0.9107427, 51.5344507), (-0.9105044, 51.5340546)]"
287951045,287951041,0,26286717,,,footway,,False,58.59,"LINESTRING (-0.9104582 51.533973, -0.9112611 51.5338051)",,,,,,"[(-0.9104582, 51.533973), (-0.9112611, 51.5338051)]"
287951045,287945331,0,26286717,,,footway,,False,76.035,"LINESTRING (-0.9104582 51.533973, -0.9094246 51.5342058)",,,,,,"[(-0.9104582, 51.533973), (-0.9094246, 51.5342058)]"
287951045,287951046,0,26287357,,St Anne's Close,residential,,False,9.62,"LINESTRING (-0.9104582 51.533973, -0.9105044 51.5340546)",,,,,,"[(-0.9104582, 51.533973), (-0.9105044, 51.5340546)]"
287951046,287951045,0,26287357,,St Anne's Close,residential,,False,9.62,"LINESTRING (-0.9105044 51.5340546, -0.9104582 51.533973)",,,,,,"[(-0.9105044, 51.5340546), (-0.9104582, 51.533973)]"
287951046,287951047,0,26287358,,St Anne's Close,residential,,False,7.424,"LINESTRING (-0.9105044 51.5340546, -0.9106043 51.5340302)",,,,,,"[(-0.9105044, 51.5340546), (-0.9106043, 51.5340302)]"
287951046,287951043,0,26287357,,St Anne's Close,residential,,False,67.649,"LINESTRING (-0.9105044 51.5340546, -0.9107427 51.5344507, -0.9109191 51.5346002)",,,,,,"[(-0.9105044, 51.5340546), (-0.9107427, 51.5344507), (-0.9109191, 51.5346002)]"
287951047,287951046,0,26287358,,St Anne's Close,residential,,False,7.424,"LINESTRING (-0.9106043 51.5340302, -0.9105044 51.5340546)",,,,,,"[(-0.9106043, 51.5340302), (-0.9105044, 51.5340546)]"
287951048,60335854,0,8067289,,Deanfield Road,residential,,False,86.005,"LINESTRING (-0.9103329 51.534948, -0.9092338 51.5353097)",,,,,,"[(-0.9103329, 51.534948), (-0.9092338, 51.5353097)]"
287951048,287951049,0,26287359,,Deanfield Road,residential,,False,16.734,"LINESTRING (-0.9103329 51.534948, -0.9102203 51.5348148)",,,,,,"[(-0.9103329, 51.534948), (-0.9102203, 51.5348148)]"
287951048,287951043,0,8067289,,Deanfield Road,residential,,False,56.227,"LINESTRING (-0.9103329 51.534948, -0.9104004 51.5349246, -0.9104669 51.5348861, -0.9109191 51.5346002)",,,,,,"[(-0.9103329, 51.534948), (-0.9104004, 51.5349246), (-0.9104669, 51.5348861), (-0.9109191, 51.5346002)]"
287951049,287951048,0,26287359,,Deanfield Road,residential,,False,16.734,"LINESTRING (-0.9102203 51.5348148, -0.9103329 51.534948)",,,,,,"[(-0.9102203, 51.5348148), (-0.9103329, 51.534948)]"
287951051,287951052,0,26287360,,Deanfield Road,residential,,False,7.843,"LINESTRING (-0.9090941 51.5351215, -0.9089808 51.5351243)",,,,,,"[(-0.9090941, 51.5351215), (-0.9089808, 51.5351243)]"
287951051,287951053,0,26287361,,Deanfield Road,residential,,False,5.437,"LINESTRING (-0.9090941 51.5351215, -0.9091518 51.5350883)",,,,,,"[(-0.9090941, 51.5351215), (-0.9091518, 51.5350883)]"
287951051,60335854,0,26287360,,Deanfield Road,residential,,False,23.15,"LINESTRING (-0.9090941 51.5351215, -0.9091299 51.5351918, -0.9092338 51.5353097)",,,,,,"[(-0.9090941, 51.5351215), (-0.9091299, 51.5351918), (-0.9092338, 51.5353097)]"
287951052,287951051,0,26287360,,Deanfield Road,residential,,False,7.843,"LINESTRING (-0.9089808 51.5351243, -0.9090941 51.5351215)",,,,,,"[(-0.9089808, 51.5351243), (-0.9090941, 51.5351215)]"
287951053,287951051,0,26287361,,Deanfield Road,residential,,False,5.437,"LINESTRING (-0.9091518 51.5350883, -0.9090941 51.5351215)",,,,,,"[(-0.9091518, 51.5350883), (-0.9090941, 51.5351215)]"
287954893,258375478,0,23843870,,Western Road,residential,30 mph,False,121.528,"LINESTRING (-0.9048273999999999 51.5291738, -0.9043734 51.528118)",,,,,,"[(-0.9048274, 51.5291738), (-0.9043734, 51.528118)]"
287954893,287628228,0,23843870,,Western Road,residential,30 mph,False,11.937,"LINESTRING (-0.9048273999999999 51.5291738, -0.9048714 51.5292776)",,,,,,"[(-0.9048274, 51.5291738), (-0.9048714, 51.5292776)]"
287954893,287954898,0,26287726,,Cromwell Road,residential,30 mph,False,49.244,"LINESTRING (-0.9048273999999999 51.5291738, -0.90489 51.5291326, -0.9049324 51.529089, -0.9052158 51.5288039)",,,,,,"[(-0.9048274, 51.5291738), (-0.90489, 51.5291326), (-0.9049324, 51.529089), (-0.9052158, 51.5288039)]"
287954896,287954897,0,26287726,,Cromwell Road,residential,30 mph,False,200.75699999999998,"LINESTRING (-0.9056232 51.5281323, -0.904902 51.5264686, -0.9048091 51.52641)",,,,,,"[(-0.9056232, 51.5281323), (-0.904902, 51.5264686), (-0.9048091, 51.52641)]"
287954896,287954898,0,26287726,,Cromwell Road,residential,30 mph,False,81.049,"LINESTRING (-0.9056232 51.5281323, -0.9055921 51.5283264, -0.9054702 51.5285331, -0.9052158 51.5288039)",,,,,,"[(-0.9056232, 51.5281323), (-0.9055921, 51.5283264), (-0.9054702, 51.5285331), (-0.9052158, 51.5288039)]"
287954896,271232069,0,26287728,,,footway,,False,136.719,"LINESTRING (-0.9056232 51.5281323, -0.9058193 51.5278344, -0.906351 51.5269892)",,,,,,"[(-0.9056232, 51.5281323), (-0.9058193, 51.5278344), (-0.906351, 51.5269892)]"
287954897,286310041,0,26143617,,Peppard Lane,residential,30 mph,False,78.214,"LINESTRING (-0.9048091 51.52641, -0.9048891 51.5263745, -0.9054006 51.5263019, -0.9058912 51.5262207)",,,,,,"[(-0.9048091, 51.52641), (-0.9048891, 51.5263745), (-0.9054006, 51.5263019), (-0.9058912, 51.5262207)]"
287954897,258375480,0,26143617,,Peppard Lane,residential,30 mph,False,84.39699999999999,"LINESTRING (-0.9048091 51.52641, -0.9044949 51.5266321, -0.9041462 51.526789, -0.9038502 51.5268543)",,,,,,"[(-0.9048091, 51.52641), (-0.9044949, 51.5266321), (-0.9041462, 51.526789), (-0.9038502, 51.5268543)]"
287954897,287954896,0,26287726,,Cromwell Road,residential,30 mph,False,200.75699999999998,"LINESTRING (-0.9048091 51.52641, -0.904902 51.5264686, -0.9056232 51.5281323)",,,,,,"[(-0.9048091, 51.52641), (-0.904902, 51.5264686), (-0.9056232, 51.5281323)]"
287954898,287954900,0,26287727,,Cromwell Close,residential,30 mph,False,69.657,"LINESTRING (-0.9052158 51.5288039, -0.9061545 51.5290306)",,,,,,"[(-0.9052158, 51.5288039), (-0.9061545, 51.5290306)]"
287954898,287954896,0,26287726,,Cromwell Road,residential,30 mph,False,81.049,"LINESTRING (-0.9052158 51.5288039, -0.9054702 51.5285331, -0.9055921 51.5283264, -0.9056232 51.5281323)",,,,,,"[(-0.9052158, 51.5288039), (-0.9054702, 51.5285331), (-0.9055921, 51.5283264), (-0.9056232, 51.5281323)]"
287954898,287954893,0,26287726,,Cromwell Road,residential,30 mph,False,49.244,"LINESTRING (-0.9052158 51.5288039, -0.9049324 51.529089, -0.90489 51.5291326, -0.9048273999999999 51.5291738)",,,,,,"[(-0.9052158, 51.5288039), (-0.9049324, 51.529089), (-0.90489, 51.5291326), (-0.9048274, 51.5291738)]"
287954900,287954898,0,26287727,,Cromwell Close,residential,30 mph,False,69.657,"LINESTRING (-0.9061545 51.5290306, -0.9052158 51.5288039)",,,,,,"[(-0.9061545, 51.5290306), (-0.9052158, 51.5288039)]"
287960969,286310021,0,26143617,,Peppard Lane,residential,30 mph,False,21.911,"LINESTRING (-0.9069534 51.5259551, -0.9070528 51.5259076, -0.9071996 51.5258312)",,,,,,"[(-0.9069534, 51.5259551), (-0.9070528, 51.5259076), (-0.9071996, 51.5258312)]"
287960969,286310023,0,26143617,,Peppard Lane,residential,30 mph,False,68.37299999999999,"LINESTRING (-0.9069534 51.5259551, -0.906675 51.5260882, -0.9060613 51.5261949)",,,,,,"[(-0.9069534, 51.5259551), (-0.906675, 51.5260882), (-0.9060613, 51.5261949)]"
287960969,271232069,0,26287728,,,footway,,False,122.954,"LINESTRING (-0.9069534 51.5259551, -0.9069365 51.5260372, -0.906917 51.5261368, -0.9068315 51.5262914, -0.906351 51.5269892)",,,,,,"[(-0.9069534, 51.5259551), (-0.9069365, 51.5260372), (-0.906917, 51.5261368), (-0.9068315, 51.5262914), (-0.906351, 51.5269892)]"
287962598,286304221,0,23512733,,Harpsden Road,residential,,False,13.44,"LINESTRING (-0.9009381 51.5272778, -0.9009823 51.5271601)",,,,,,"[(-0.9009381, 51.5272778), (-0.9009823, 51.5271601)]"
287962598,418044180,0,159968875,,Harpsden Road,residential,,False,43.219,"LINESTRING (-0.9009381 51.5272778, -0.9007399 51.5276464)",,,,,,"[(-0.9009381, 51.5272778), (-0.9007399, 51.5276464)]"
287962598,287411050,0,26288391,,,residential,30 mph,False,107.51899999999999,"LINESTRING (-0.9009381 51.5272778, -0.9010536 51.5272946, -0.9011428 51.5273433, -0.9018864 51.5280195)",,,,,,"[(-0.9009381, 51.5272778), (-0.9010536, 51.5272946), (-0.9011428, 51.5273433), (-0.9018864, 51.5280195)]"
287964982,258375476,0,26288719,,Western Close,residential,,False,13.905,"LINESTRING (-0.9012083 51.52954, -0.9011115 51.5294304)",,,,,,"[(-0.9012083, 51.52954), (-0.9011115, 51.5294304)]"
287964982,287964982,0,26288720,,Western Close,residential,,False,42.08800000000001,"LINESTRING (-0.9012083 51.52954, -0.9012513 51.5295325, -0.9012966 51.529538, -0.9013348 51.5295576, -0.9013512 51.5295808, -0.9013482 51.5296126, -0.9013241 51.5296365, -0.9012933 51.5296493, -0.9012566 51.529654, -0.9012157 51.5296487, -0.9011767000000001 51.529629, -0.9011587 51.5296011, -0.9011651000000001 51.5295703, -0.901186 51.5295505, -0.9012083 51.52954)",,,,,,"[(-0.9012083, 51.52954), (-0.9012513, 51.5295325), (-0.9012966, 51.529538), (-0.9013348, 51.5295576), (-0.9013512, 51.5295808), (-0.9013482, 51.5296126), (-0.9013241, 51.5296365), (-0.9012933, 51.5296493), (-0.9012566, 51.529654), (-0.9012157, 51.5296487), (-0.9011767, 51.529629), (-0.9011587, 51.5296011), (-0.9011651, 51.5295703), (-0.901186, 51.5295505), (-0.9012083, 51.52954)]"
287964982,287964982,1,26288720,,Western Close,residential,,False,42.087999999999994,"LINESTRING (-0.9012083 51.52954, -0.901186 51.5295505, -0.9011651000000001 51.5295703, -0.9011587 51.5296011, -0.9011767000000001 51.529629, -0.9012157 51.5296487, -0.9012566 51.529654, -0.9012933 51.5296493, -0.9013241 51.5296365, -0.9013482 51.5296126, -0.9013512 51.5295808, -0.9013348 51.5295576, -0.9012966 51.529538, -0.9012513 51.5295325, -0.9012083 51.52954)",,,,,,"[(-0.9012083, 51.52954), (-0.901186, 51.5295505), (-0.9011651, 51.5295703), (-0.9011587, 51.5296011), (-0.9011767, 51.529629), (-0.9012157, 51.5296487), (-0.9012566, 51.529654), (-0.9012933, 51.5296493), (-0.9013241, 51.5296365), (-0.9013482, 51.5296126), (-0.9013512, 51.5295808), (-0.9013348, 51.5295576), (-0.9012966, 51.529538), (-0.9012513, 51.5295325), (-0.9012083, 51.52954)]"
292014428,292014639,0,26623689,,Ancastle Green,residential,,False,35.141,"LINESTRING (-0.9126763 51.5364843, -0.9126687999999999 51.5368003)",,,,,,"[(-0.9126763, 51.5364843), (-0.9126688, 51.5368003)]"
292014428,292015418,0,26623689,,Ancastle Green,residential,,False,129.57600000000002,"LINESTRING (-0.9126763 51.5364843, -0.9127058 51.5361226, -0.9127474 51.5360437, -0.9128145 51.5359496, -0.9128872 51.5358779, -0.9134941 51.5355025)",,,,,,"[(-0.9126763, 51.5364843), (-0.9127058, 51.5361226), (-0.9127474, 51.5360437), (-0.9128145, 51.5359496), (-0.9128872, 51.5358779), (-0.9134941, 51.5355025)]"
292014428,292015137,0,"[26623720, 26623763]",,,"['residential', 'footway']",,False,73.499,"LINESTRING (-0.9126763 51.5364843, -0.9121214 51.5364747, -0.9118553 51.5365014, -0.9116199 51.5365232)",,,,,,"[(-0.9126763, 51.5364843), (-0.9121214, 51.5364747), (-0.9118553, 51.5365014), (-0.9116199, 51.5365232)]"
292014430,292014639,0,26623689,,Ancastle Green,residential,,False,72.096,"LINESTRING (-0.9122911 51.5374033, -0.9124647 51.5371794, -0.9126687999999999 51.5368003)",,,,,,"[(-0.9122911, 51.5374033), (-0.9124647, 51.5371794), (-0.9126688, 51.5368003)]"
292014430,29729706,0,42086316,,Gravel Hill,tertiary,30 mph,False,80.839,"LINESTRING (-0.9122911 51.5374033, -0.9120812 51.537321, -0.9111748 51.5372205)",,,,,,"[(-0.9122911, 51.5374033), (-0.9120812, 51.537321), (-0.9111748, 51.5372205)]"
292014430,292876251,0,42086316,,Gravel Hill,tertiary,30 mph,False,78.65599999999999,"LINESTRING (-0.9122911 51.5374033, -0.9124795999999999 51.5374772, -0.9130674 51.5379129)",,,,,,"[(-0.9122911, 51.5374033), (-0.9124796, 51.5374772), (-0.9130674, 51.5379129)]"
292014639,292014688,0,26623689,,Ancastle Green,residential,,False,23.114,"LINESTRING (-0.9126687999999999 51.5368003, -0.912907 51.5366545)",,,,,,"[(-0.9126688, 51.5368003), (-0.912907, 51.5366545)]"
292014639,292014428,0,26623689,,Ancastle Green,residential,,False,35.141,"LINESTRING (-0.9126687999999999 51.5368003, -0.9126763 51.5364843)",,,,,,"[(-0.9126688, 51.5368003), (-0.9126763, 51.5364843)]"
292014639,292014430,0,26623689,,Ancastle Green,residential,,False,72.096,"LINESTRING (-0.9126687999999999 51.5368003, -0.9124647 51.5371794, -0.9122911 51.5374033)",,,,,,"[(-0.9126688, 51.5368003), (-0.9124647, 51.5371794), (-0.9122911, 51.5374033)]"
292014685,292014688,0,26623706,,Ancastle Green,residential,,False,107.51799999999999,"LINESTRING (-0.9128987 51.5375163, -0.9132084 51.537043, -0.9132324000000001 51.5369482, -0.9131831 51.5368674, -0.912907 51.5366545)",,,,,,"[(-0.9128987, 51.5375163), (-0.9132084, 51.537043), (-0.9132324, 51.5369482), (-0.9131831, 51.5368674), (-0.912907, 51.5366545)]"
292014688,292015416,0,26623689,,Ancastle Green,residential,,False,138.531,"LINESTRING (-0.912907 51.5366545, -0.9142103 51.5357085)",,,,,,"[(-0.912907, 51.5366545), (-0.9142103, 51.5357085)]"
292014688,292014639,0,26623689,,Ancastle Green,residential,,False,23.114,"LINESTRING (-0.912907 51.5366545, -0.9126687999999999 51.5368003)",,,,,,"[(-0.912907, 51.5366545), (-0.9126688, 51.5368003)]"
292014688,292014685,0,26623706,,Ancastle Green,residential,,False,107.518,"LINESTRING (-0.912907 51.5366545, -0.9131831 51.5368674, -0.9132324000000001 51.5369482, -0.9132084 51.537043, -0.9128987 51.5375163)",,,,,,"[(-0.912907, 51.5366545), (-0.9131831, 51.5368674), (-0.9132324, 51.5369482), (-0.9132084, 51.537043), (-0.9128987, 51.5375163)]"
292014827,292015333,0,4679782,,Deanfield Avenue,residential,,False,13.081,"LINESTRING (-0.9111723 51.5365581, -0.911087 51.5364531)",,,,,,"[(-0.9111723, 51.5365581), (-0.911087, 51.5364531)]"
292014827,29729706,0,4679782,,Deanfield Avenue,residential,,False,73.786,"LINESTRING (-0.9111723 51.5365581, -0.9111920999999999 51.5366304, -0.9111928 51.5367637, -0.9111748 51.5372205)",,,,,,"[(-0.9111723, 51.5365581), (-0.9111921, 51.5366304), (-0.9111928, 51.5367637), (-0.9111748, 51.5372205)]"
292014827,292015137,0,26623763,,,residential,,False,37.478,"LINESTRING (-0.9111723 51.5365581, -0.9113661 51.536466, -0.9115232 51.5364673, -0.9115995 51.5364911, -0.9116199 51.5365232)",,,,,,"[(-0.9111723, 51.5365581), (-0.9113661, 51.536466), (-0.9115232, 51.5364673), (-0.9115995, 51.5364911), (-0.9116199, 51.5365232)]"
292015137,292015145,0,26623792,,,residential,,False,39.141,"LINESTRING (-0.9116199 51.5365232, -0.9116064 51.5368751)",,,,,,"[(-0.9116199, 51.5365232), (-0.9116064, 51.5368751)]"
292015137,292014428,0,"[26623720, 26623763]",,,"['residential', 'footway']",,False,73.499,"LINESTRING (-0.9116199 51.5365232, -0.9118553 51.5365014, -0.9121214 51.5364747, -0.9126763 51.5364843)",,,,,,"[(-0.9116199, 51.5365232), (-0.9118553, 51.5365014), (-0.9121214, 51.5364747), (-0.9126763, 51.5364843)]"
292015137,292014827,0,26623763,,,residential,,False,37.478,"LINESTRING (-0.9116199 51.5365232, -0.9115995 51.5364911, -0.9115232 51.5364673, -0.9113661 51.536466, -0.9111723 51.5365581)",,,,,,"[(-0.9116199, 51.5365232), (-0.9115995, 51.5364911), (-0.9115232, 51.5364673), (-0.9113661, 51.536466), (-0.9111723, 51.5365581)]"
292015145,292015137,0,26623792,,,residential,,False,39.141,"LINESTRING (-0.9116064 51.5368751, -0.9116199 51.5365232)",,,,,,"[(-0.9116064, 51.5368751), (-0.9116199, 51.5365232)]"
